household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
1310;170030000;17003;17;75.0;some;all;1;2;5757.0;258
1321;170280104;17028;17;75.0;all;none;1;0;1250.0;260
1329;170280103;17028;17;75.0;none;all;0;2;458.0;262
1333;170280104;17028;17;75.0;all;none;1;0;2824.0;263
1372;170280103;17028;17;75.0;all;all;2;4;1110.0;270
1384;170030000;17003;17;75.0;some;some;2;2;4869.8;273
1395;170030000;17003;17;75.0;none;none;0;0;1991.0;275
1401;170280102;17028;17;75.0;all;some;2;1;790.5;276
1403;170030000;17003;17;75.0;some;some;2;1;3548.8999999999996;277
1420;170280104;17028;17;75.0;all;all;1;2;438.0;280
1421;170280104;17028;17;75.0;all;all;1;3;1312.0;280
1424;170280103;17028;17;75.0;none;all;0;2;1637.0;281
1436;172740102;17274;17;75.0;all;all;1;2;2136.0;283
1451;170030000;17003;17;75.0;all;all;2;4;3729.0;286
1456;170030000;17003;17;75.0;none;all;0;1;1586.0;287
1457;170030000;17003;17;75.0;none;all;0;2;2205.0;287
1463;172740102;17274;17;75.0;some;some;2;2;3137.4;288
1470;172740103;17274;17;75.0;all;all;2;5;2094.0;290
1492;170030000;17003;17;75.0;all;some;2;1;3435.0;294
1493;170030000;17003;17;75.0;all;all;2;2;2977.5;294
1495;172740102;17274;17;75.0;all;all;2;2;2520.0;295
1510;170280103;17028;17;75.0;some;all;1;4;4698.0;297
1515;170030000;17003;17;75.0;some;some;1;1;1377.0;298
1517;170030000;17003;17;75.0;all;none;1;0;1064.0;299
1520;170030000;17003;17;75.0;all;all;1;1;1531.0;299
1521;170030000;17003;17;75.0;all;none;1;0;2616.0;299
1523;170030000;17003;17;75.0;all;none;1;0;2090.0;300
1549;170280104;17028;17;75.0;none;none;0;0;1993.0;305
1552;170030000;17003;17;75.0;none;all;0;2;3183.0;306
1554;170030000;17003;17;75.0;none;some;0;1;3624.0;306
1555;170030000;17003;17;75.0;none;some;0;1;4218.0;306
1557;172740103;17274;17;75.0;some;none;1;0;3350.0;307
1569;170280103;17028;17;75.0;all;none;1;0;3941.0;309
1582;170030000;17003;17;75.0;all;all;2;2;4462.5;311
1597;172740102;17274;17;75.0;some;all;1;3;6740.8;314
1603;172740101;17274;17;75.0;some;all;1;2;2056.6;316
1605;172740101;17274;17;75.0;some;some;1;1;2824.9;316
1613;172740102;17274;17;75.0;all;all;3;5;4354.5;318
1625;170030000;17003;17;75.0;some;some;2;3;5008.8;320
1635;172740102;17274;17;75.0;none;all;0;2;2623.0;322
1645;170280104;17028;17;75.0;none;none;0;0;3816.0;324
1661;170030000;17003;17;75.0;some;some;3;1;5075.2;327
1680;170030000;17003;17;75.0;all;none;1;0;1365.0;331
1681;170030000;17003;17;75.0;all;none;1;0;2445.0;331
1682;170030000;17003;17;75.0;all;all;1;1;2735.0;331
1688;170030000;17003;17;75.0;some;none;2;0;6447.5;332
1689;170280102;17028;17;75.0;some;none;1;0;331.5;333
1705;170030000;17003;17;75.0;all;none;2;0;4069.8;336
1716;170280101;17028;17;75.0;all;none;2;0;520.5;338
1722;170030000;17003;17;75.0;some;none;1;0;3628.0;339
1723;170030000;17003;17;75.0;some;none;1;0;768.0;339
1726;172740101;17274;17;75.0;all;some;1;1;4602.0;340
1744;170030000;17003;17;75.0;all;all;2;2;3039.0;343
1761;170280103;17028;17;75.0;all;all;2;3;1344.0;347
1764;170280103;17028;17;75.0;all;all;2;2;4684.5;347
1779;170280102;17028;17;75.0;all;all;1;1;2276.0;350
1798;172740101;17274;17;75.0;none;all;0;2;1603.0;354
1811;170280104;17028;17;75.0;none;none;0;0;1539.0;357
1828;170030000;17003;17;75.0;some;some;2;2;4890.6;360
1839;172740102;17274;17;75.0;some;none;1;0;3184.2000000000003;362
1841;172740103;17274;17;75.0;all;all;2;2;4611.0;363
1851;170030000;17003;17;75.0;none;all;0;2;3451.0;365
1855;170030000;17003;17;75.0;all;some;2;1;3129.0;366
1858;170030000;17003;17;75.0;all;some;2;1;1896.0;366
1862;170280101;17028;17;75.0;all;none;2;0;2305.0;367
1870;172740102;17274;17;75.0;all;none;1;0;1616.0;369
1877;170030000;17003;17;75.0;some;none;2;0;1030.0;370
1880;170030000;17003;17;75.0;some;none;1;0;795.6;371
1900;170030000;17003;17;75.0;some;all;1;2;3147.0;375
1905;172740101;17274;17;75.0;all;all;1;2;1207.0;376
1913;170030000;17003;17;75.0;all;none;2;0;1957.5;377
1916;170280102;17028;17;75.0;none;all;0;2;204.0;378
1923;170030000;17003;17;75.0;some;none;1;0;4682.0;379
1944;170280103;17028;17;75.0;some;some;1;2;486.0;383
1957;170030000;17003;17;75.0;all;all;1;1;2378.0;386
1965;170280101;17028;17;75.0;all;all;1;1;1917.0;388
1969;172740101;17274;17;75.0;some;all;1;2;2539.5;389
1971;172740101;17274;17;75.0;some;none;1;0;2830.5;389
1972;172740101;17274;17;75.0;some;all;1;4;6193.5;389
1994;170030000;17003;17;75.0;all;all;1;2;1870.0;393
1995;170030000;17003;17;75.0;all;all;1;1;1073.0;394
2004;170030000;17003;17;75.0;all;some;2;2;5030.0;396
2007;170030000;17003;17;75.0;all;some;2;2;3076.0;396
2019;172740103;17274;17;75.0;some;none;1;0;1972.8;399
2031;172740103;17274;17;75.0;all;none;3;0;2625.0;401
2049;170030000;17003;17;75.0;all;none;1;0;2221.0;404
2070;170280103;17028;17;75.0;all;all;1;1;1708.0;409
2076;170280104;17028;17;75.0;all;all;1;2;304.0;410
2082;170030000;17003;17;75.0;none;some;0;2;11632.0;411
2085;170280104;17028;17;75.0;all;all;1;2;3739.0;412
2118;170280101;17028;17;75.0;all;all;1;1;2635.0;418
2140;170280103;17028;17;75.0;some;some;1;2;260.0;422
2144;170280104;17028;17;75.0;some;none;1;0;2422.5;423
2146;170030000;17003;17;75.0;all;all;2;4;2806.5;424
2151;170030000;17003;17;75.0;all;all;1;4;2108.0;425
2152;170030000;17003;17;75.0;all;all;1;2;2483.0;425
2153;170030000;17003;17;75.0;all;all;1;4;1868.0;425
2172;170280103;17028;17;75.0;none;all;0;4;2879.0;429
2181;170280103;17028;17;75.0;all;all;2;2;3001.5;430
2183;170280101;17028;17;75.0;all;all;1;2;1834.0;431
2197;170030000;17003;17;75.0;all;all;1;2;2237.0;434
2202;172740101;17274;17;75.0;some;some;2;2;5145.099999999999;435
2205;172740101;17274;17;75.0;some;some;2;1;1738.8;435
2215;170030000;17003;17;75.0;all;none;2;0;3441.0;437
2217;170030000;17003;17;75.0;all;none;2;0;3888.0;437
2224;170030000;17003;17;75.0;some;some;2;1;4144.0;439
2227;170030000;17003;17;75.0;some;none;2;0;6306.0;439
2232;170280103;17028;17;75.0;some;all;1;4;5120.7;440
2236;170280104;17028;17;75.0;some;some;2;1;802.8000000000001;441
2257;172740103;17274;17;75.0;all;all;1;2;2216.0;445
2262;172740103;17274;17;75.0;some;all;1;2;6691.5;446
2270;170280103;17028;17;75.0;some;all;1;2;5856.0;448
2273;170280103;17028;17;75.0;some;none;1;0;823.5;448
2280;170280103;17028;17;75.0;all;all;2;1;1165.0;450
2281;170280103;17028;17;75.0;all;none;2;0;1481.0;450
2282;170280103;17028;17;75.0;all;all;2;2;1168.0;450
2287;170280104;17028;17;75.0;none;all;0;2;2224.0;451
2320;170030000;17003;17;75.0;all;none;3;0;5721.0;458
2328;170030000;17003;17;75.0;all;all;2;3;3558.6;459
2333;170030000;17003;17;75.0;some;some;2;1;8232.0;460
2351;170280104;17028;17;75.0;all;none;1;0;2345.0;463
2352;170280104;17028;17;75.0;all;all;1;1;3534.0;463
2356;170030000;17003;17;75.0;all;all;1;2;1934.0;464
2373;170280104;17028;17;75.0;all;none;1;0;2817.0;468
2374;170280104;17028;17;75.0;all;none;1;0;3412.0;468
2378;170030000;17003;17;75.0;all;all;1;4;1716.0;469
2386;170280104;17028;17;75.0;none;all;0;2;3756.0;470
2399;170280102;17028;17;75.0;some;all;1;2;2010.0;473
2402;170280102;17028;17;75.0;some;all;1;2;2970.0;473
2420;170280104;17028;17;75.0;all;all;1;2;1882.0;477
2426;170280104;17028;17;75.0;none;all;0;2;1220.0;478
2429;170030000;17003;17;75.0;all;all;1;2;2754.0;479
2431;170030000;17003;17;75.0;all;all;1;2;1803.0;479
2441;170280104;17028;17;75.0;all;all;1;2;2501.0;481
2444;170030000;17003;17;75.0;all;none;1;0;1174.0;482
2446;170030000;17003;17;75.0;all;all;1;2;2632.0;482
2448;170030000;17003;17;75.0;all;all;1;1;96.0;482
2469;172740103;17274;17;75.0;all;none;2;0;10.5;486
2476;170280102;17028;17;75.0;all;all;1;1;1895.0;488
2477;170280102;17028;17;75.0;all;all;1;2;2262.0;488
2479;170280102;17028;17;75.0;all;none;1;0;1902.0;488
2482;170030000;17003;17;75.0;some;none;2;0;7746.0;489
2490;172740103;17274;17;75.0;some;none;2;0;5822.0;491
2491;172740103;17274;17;75.0;some;some;2;2;5572.0;491
2492;172740103;17274;17;75.0;some;none;2;0;5216.0;491
2502;172740102;17274;17;75.0;all;none;1;0;2958.0;493
2505;172740103;17274;17;75.0;all;none;3;0;9180.0;494
2519;170280103;17028;17;75.0;all;none;1;0;2283.0;496
2521;170030000;17003;17;75.0;all;all;2;4;2337.0;497
2539;170030000;17003;17;75.0;some;some;2;2;4748.400000000001;500
2557;172740101;17274;17;75.0;all;none;2;0;2965.5;504
2566;170030000;17003;17;75.0;all;all;1;2;1618.0;505
2567;170030000;17003;17;75.0;all;none;1;0;3297.0;505
2571;170280103;17028;17;75.0;all;all;1;2;2156.0;506
2585;170030000;17003;17;75.0;some;none;1;0;2775.0;509
2587;170030000;17003;17;75.0;some;none;1;0;3555.0;509
2596;172740101;17274;17;75.0;some;some;1;2;3825.0;511
2614;172740101;17274;17;75.0;some;none;1;0;5262.0;515
2625;170280104;17028;17;75.0;all;none;1;0;1230.0;517
2627;170280104;17028;17;75.0;all;all;1;2;1358.0;517
2632;172740102;17274;17;75.0;all;all;1;1;1730.0;518
2649;172740103;17274;17;75.0;some;none;1;0;5220.6;522
2658;170030000;17003;17;75.0;some;some;1;3;3698.1000000000004;524
2660;170030000;17003;17;75.0;some;some;1;1;4989.6;524
2684;170280102;17028;17;75.0;none;all;0;3;2190.0;529
2688;170030000;17003;17;75.0;all;all;2;2;2682.0;530
2696;170280104;17028;17;75.0;all;none;1;0;2513.0;531
2706;170030000;17003;17;75.0;all;all;1;2;2969.0;533
2713;170030000;17003;17;75.0;all;all;2;2;2246.0;534
2731;170280102;17028;17;75.0;all;some;2;2;1096.2;537
2739;172740103;17274;17;75.0;all;all;1;2;1567.0;539
2744;172740103;17274;17;75.0;all;all;1;2;1504.0;540
2747;172740103;17274;17;75.0;all;all;1;5;1949.0;540
2750;172740103;17274;17;75.0;all;none;1;0;1343.0;541
2764;170280103;17028;17;75.0;some;some;1;2;2364.0;544
2767;170030000;17003;17;75.0;some;all;1;2;3190.5;545
2770;170030000;17003;17;75.0;all;none;1;0;3630.0;545
2779;172740101;17274;17;75.0;some;none;1;0;3033.0;547
2785;170280104;17028;17;75.0;all;all;1;2;1686.0;548
2790;172740103;17274;17;75.0;all;all;2;2;4822.5;549
2793;170280104;17028;17;75.0;some;some;1;1;5712.0;550
2795;170280104;17028;17;75.0;all;none;1;0;2448.0;550
2813;170280101;17028;17;75.0;all;all;1;2;1995.0;554
2831;170030000;17003;17;75.0;all;some;2;1;2439.0;557
2843;170280102;17028;17;75.0;all;all;1;3;3399.0;560
2865;170280104;17028;17;75.0;all;all;1;1;3254.0;565
2875;170030000;17003;17;75.0;some;some;1;1;4528.5;567
2885;170030000;17003;17;75.0;all;none;2;0;4614.0;569
2894;170280104;17028;17;75.0;none;all;0;2;1048.0;570
2908;170030000;17003;17;75.0;all;some;2;1;2628.0;573
2917;170030000;17003;17;75.0;all;all;1;2;3459.0;575
2934;170280103;17028;17;75.0;all;all;2;5;67.5;578
2936;170280103;17028;17;75.0;all;all;2;2;901.5;578
2951;170030000;17003;17;75.0;some;all;1;4;5147.5;581
2960;170030000;17003;17;75.0;none;none;0;0;3428.0;583
2962;170030000;17003;17;75.0;none;some;0;1;4886.0;583
2971;170030000;17003;17;75.0;none;none;0;0;1262.0;585
2974;170030000;17003;17;75.0;all;all;1;1;1560.0;586
2975;170030000;17003;17;75.0;all;all;1;2;1766.0;586
2978;170030000;17003;17;75.0;all;all;1;2;1588.0;586
2979;170030000;17003;17;75.0;all;none;1;0;2096.0;586
2988;170280103;17028;17;75.0;all;all;2;1;2610.0;588
2989;170280103;17028;17;75.0;all;all;2;2;2683.0;588
2993;170280104;17028;17;75.0;some;some;1;1;955.5;589
3013;172740101;17274;17;75.0;all;some;2;1;4270.5;593
3035;170280103;17028;17;75.0;some;none;1;0;477.0;597
3036;172740101;17274;17;75.0;all;all;2;4;4980.0;598
3047;172740103;17274;17;75.0;some;some;2;2;3871.8;600
3056;170030000;17003;17;75.0;all;all;1;2;2224.0;602
3060;170030000;17003;17;75.0;all;all;1;2;2164.0;602
3079;170030000;17003;17;75.0;some;some;2;2;3972.1;606
3083;170030000;17003;17;75.0;some;some;2;2;5193.4;607
3086;170030000;17003;17;75.0;some;none;2;0;5191.099999999999;607
3088;172740101;17274;17;75.0;some;all;2;4;7145.0;608
3110;172740101;17274;17;75.0;all;none;1;0;2827.0;612
3117;170280103;17028;17;75.0;all;all;1;2;1002.0;614
3148;170030000;17003;17;75.0;none;all;0;2;2061.0;620
3155;170030000;17003;17;75.0;all;some;2;1;2629.5;621
3171;170030000;17003;17;75.0;all;some;2;1;5464.5;624
3177;172740103;17274;17;75.0;none;all;0;2;1448.0;625
3184;170280103;17028;17;75.0;some;none;2;0;1587.6000000000001;626
3188;170280103;17028;17;75.0;all;all;1;1;2367.0;627
3201;172740101;17274;17;75.0;all;none;3;0;3466.5;630
3223;172740101;17274;17;75.0;all;none;1;0;2246.0;634
3225;170030000;17003;17;75.0;some;all;1;3;2659.5;635
3248;170030000;17003;17;75.0;all;all;2;2;2560.5;639
3250;172740103;17274;17;75.0;all;none;2;0;4480.5;640
3268;170280101;17028;17;75.0;all;all;2;2;4031.0;643
3300;172740103;17274;17;75.0;all;some;2;1;3016.5;650
3319;170030000;17003;17;75.0;all;all;2;2;510.0;653
3326;170030000;17003;17;75.0;all;none;2;0;4732.5;655
3338;172740101;17274;17;75.0;all;all;1;3;2301.0;657
3347;172740101;17274;17;75.0;all;all;2;4;5635.5;659
3351;172740101;17274;17;75.0;all;all;2;4;1297.5;659
3367;170030000;17003;17;75.0;all;none;1;0;882.0;663
3372;170030000;17003;17;75.0;all;all;1;6;1633.0;663
3410;170030000;17003;17;75.0;all;all;1;3;1921.0;671
3416;170280104;17028;17;75.0;all;some;2;1;2823.0;672
3424;172740102;17274;17;75.0;all;all;3;2;4422.0;674
3431;170030000;17003;17;75.0;all;all;1;4;1712.0;675
3471;170030000;17003;17;75.0;some;none;1;0;2076.0;683
3478;170280104;17028;17;75.0;all;none;1;0;3326.0;685
3498;170280102;17028;17;75.0;some;all;1;4;4633.2;689
3502;170280102;17028;17;75.0;some;none;1;0;1171.8;689
3511;172740102;17274;17;75.0;none;all;0;1;251.0;691
3550;170280103;17028;17;75.0;all;all;1;2;2428.0;699
3551;170280103;17028;17;75.0;all;all;1;2;986.0;699
3570;170280103;17028;17;75.0;all;all;1;2;1383.0;703
3586;170030000;17003;17;75.0;all;all;1;2;1355.0;706
3606;170030000;17003;17;75.0;all;all;2;2;2893.5;710
3608;170030000;17003;17;75.0;all;all;2;3;3390.0;710
3610;170030000;17003;17;75.0;all;none;2;0;3096.0;710
3630;170280102;17028;17;75.0;some;all;1;2;3427.5;714
3637;170280103;17028;17;75.0;all;all;1;4;67.5;716
3641;172740101;17274;17;75.0;all;none;2;0;3877.5;717
3652;170280104;17028;17;75.0;some;all;1;2;1513.5;719
3674;170280101;17028;17;75.0;some;none;1;0;1018.5;723
3683;170280101;17028;17;75.0;all;all;2;2;1068.0;725
3694;172740103;17274;17;75.0;all;none;1;0;721.0;727
3698;172740102;17274;17;75.0;all;none;2;0;4021.5;728
3704;172740103;17274;17;75.0;some;some;1;1;5536.5;729
3708;170280104;17028;17;75.0;all;all;2;3;4798.5;730
3724;172740103;17274;17;75.0;all;none;2;0;2556.0;733
3735;170030000;17003;17;75.0;some;some;1;1;3960.0;735
3753;170030000;17003;17;75.0;all;all;2;5;3334.5;739
3757;170030000;17003;17;75.0;all;none;2;0;3237.0;739
3770;170030000;17003;17;75.0;none;all;0;2;1881.0;742
3771;170030000;17003;17;75.0;none;all;0;1;2229.0;742
3778;170280104;17028;17;75.0;none;none;0;0;3732.0;743
3821;170280104;17028;17;75.0;some;all;1;4;1221.0;752
3827;170280101;17028;17;75.0;none;none;0;0;588.8;753
3829;172740101;17274;17;75.0;some;all;1;3;5256.0;754
3861;170030000;17003;17;75.0;all;none;1;0;1371.0;760
3880;170030000;17003;17;75.0;none;none;0;0;50.0;764
3888;170030000;17003;17;75.0;some;none;1;0;1179.0;765
3892;170280104;17028;17;75.0;all;all;1;4;1123.0;766
3902;170280104;17028;17;75.0;some;all;1;2;492.0;768
3905;170030000;17003;17;75.0;some;some;1;2;6844.2;769
3923;170030000;17003;17;75.0;all;all;2;2;64.5;772
3940;170030000;17003;17;75.0;all;all;2;2;2368.5;775
3941;170280104;17028;17;75.0;some;none;1;0;807.0;776
3949;172740102;17274;17;75.0;all;none;2;0;3043.5;777
3964;170030000;17003;17;75.0;some;some;1;1;696.0;780
3971;170030000;17003;17;75.0;all;all;3;4;4519.5;781
3978;172740103;17274;17;75.0;all;none;2;0;6168.0;783
3983;172740103;17274;17;75.0;none;all;0;4;1449.0;784
3996;170280102;17028;17;75.0;some;all;2;4;709.2;786
4015;172740101;17274;17;75.0;all;some;1;1;1299.0;790
4061;172740103;17274;17;75.0;all;none;2;0;2635.5;799
4063;172740103;17274;17;75.0;all;none;2;0;3952.5;799
4069;170280104;17028;17;75.0;all;all;2;2;76.5;800
4108;170280103;17028;17;75.0;all;all;1;4;2589.0;808
4114;170030000;17003;17;75.0;none;none;0;0;1663.0;809
4117;170280101;17028;17;75.0;some;some;1;1;478.5;810
4121;170280101;17028;17;75.0;some;none;1;0;5907.0;810
4128;170030000;17003;17;75.0;all;all;2;2;4255.5;812
4131;170030000;17003;17;75.0;all;none;2;0;2433.0;812
4141;172740101;17274;17;75.0;all;all;2;2;2374.5;814
4157;170280103;17028;17;75.0;all;none;2;0;4651.5;817
4164;172740102;17274;17;75.0;all;all;1;4;1278.0;819
4170;170030000;17003;17;75.0;none;all;0;4;3811.5;820
4185;170280103;17028;17;75.0;all;none;2;0;2071.0;823
4206;172740103;17274;17;75.0;all;all;1;2;1433.0;827
4208;172740102;17274;17;75.0;some;none;1;0;3036.6;828
4226;170030000;17003;17;75.0;some;none;1;0;5107.5;831
4232;172740103;17274;17;75.0;some;some;2;1;5494.7;832
4258;170030000;17003;17;75.0;some;none;2;0;3208.8;838
4267;170030000;17003;17;75.0;some;none;1;0;1804.5;839
4269;170030000;17003;17;75.0;none;some;0;2;4687.2;840
4273;170030000;17003;17;75.0;all;none;1;0;3001.7000000000003;841
4278;170030000;17003;17;75.0;all;some;2;1;4263.0;842
4291;172740101;17274;17;75.0;some;none;3;0;12.0;844
4298;170280101;17028;17;75.0;some;some;1;1;5374.5;845
4302;170280103;17028;17;75.0;some;some;1;1;2709.0;846
4330;170280103;17028;17;75.0;all;some;2;1;4833.0;851
