person_id;household_id;age;employed;sex;socioprofessional_class;has_driving_license;has_pt_subscription;census_person_id;hts_id
1451;692;19;True;male;5;True;False;290;15768
1483;703;59;False;female;0;True;False;295;15759
1484;703;64;False;male;0;True;False;296;15736
1519;721;83;False;male;0;True;False;303;15972
1520;721;79;False;female;0;True;False;304;15755
1545;734;47;True;female;2;True;False;307;16008
1546;734;15;False;female;0;True;False;308;15772
1557;744;56;True;female;4;False;False;310;15829
1560;747;8;False;female;0;True;False;311;15897
1561;747;48;True;male;2;True;False;312;15757
1562;747;41;True;female;5;True;False;313;15876
1583;758;75;False;female;0;True;False;314;15815
1584;759;41;True;male;4;True;False;315;15672
1585;759;39;False;female;0;True;False;316;15815
1586;759;12;False;male;0;True;False;317;15799
1587;759;3;False;female;0;True;False;318;16038
1666;783;3;False;female;0;True;False;329;15946
1667;783;8;False;female;0;True;False;330;15755
1668;783;35;True;male;4;True;False;331;15883
1696;801;21;True;male;4;True;False;337;15985
1699;804;21;True;male;4;True;False;337;15620
1719;813;27;True;female;5;True;False;340;15779
1720;813;58;True;female;3;True;False;341;15717
1721;813;61;False;male;0;True;False;342;15823
1728;818;35;False;female;0;True;False;343;15919
1736;822;48;True;female;4;True;False;344;15946
1737;822;50;True;male;3;True;False;345;15513
1738;822;13;False;female;0;True;False;346;15759
1764;844;76;False;male;0;True;False;351;15637
1767;847;76;False;male;0;True;False;351;15468
1771;851;50;False;female;0;True;False;352;15779
1774;854;50;False;female;0;False;False;352;15870
1777;856;74;False;female;0;True;False;353;15910
1778;856;73;False;male;0;True;False;354;15658
1787;861;23;True;female;5;True;False;355;15755
1788;861;24;True;male;6;True;False;356;15915
1809;869;36;True;female;4;True;False;357;15742
1810;869;7;False;male;0;True;False;358;15804
1811;869;37;True;male;4;True;False;359;15920
1812;869;3;False;male;0;True;False;360;15790
1854;889;38;True;male;3;True;False;366;15700
1855;889;7;False;male;0;True;False;367;15727
1856;889;4;False;male;0;True;False;368;15804
1857;889;37;True;female;4;True;False;369;15947
1864;892;29;True;male;3;True;False;370;15632
1865;892;31;True;female;4;True;False;371;15755
1892;901;50;True;female;3;True;False;376;15946
1897;906;29;True;male;3;True;False;377;15850
1898;906;31;True;female;4;True;False;378;15717
1899;907;29;True;male;3;True;False;377;15695
1900;907;31;True;female;4;True;True;378;16017
1905;910;29;True;male;3;True;False;377;16071
1906;910;31;True;female;4;True;False;378;16038
1916;918;67;False;male;0;True;False;380;16071
1917;918;71;False;female;0;True;False;381;16038
1939;933;62;False;male;0;True;False;385;15637
1945;937;18;False;male;0;True;False;386;15495
1946;937;45;True;female;4;True;False;387;16043
1947;937;47;True;male;3;True;False;388;16071
1969;950;35;True;male;2;True;False;390;15729
1970;950;40;True;male;4;True;False;391;15495
1999;965;48;True;female;4;True;False;396;15738
2000;965;51;True;male;3;True;False;397;15650
2012;970;42;True;male;4;True;False;398;15975
2013;970;1;False;male;0;True;False;399;15632
2014;970;41;True;female;3;True;False;400;16047
2047;990;44;True;female;5;True;False;406;15749
2061;999;42;True;female;5;True;False;409;15660
2062;999;43;False;male;0;True;False;410;15940
2063;999;12;False;male;0;True;False;411;15672
2064;999;22;False;female;0;True;False;412;15778
2101;1014;87;False;male;0;True;False;417;15985
2102;1014;86;False;female;0;False;False;418;15829
2105;1016;87;False;male;0;True;False;417;15757
2106;1016;86;False;female;0;True;False;418;16100
2167;1042;9;False;female;0;True;False;429;15842
2168;1042;35;True;female;5;True;False;430;15760
2173;1045;72;False;male;0;True;False;431;15940
2174;1045;72;False;female;0;True;False;432;15842
2179;1048;72;False;male;0;True;False;431;16071
2180;1048;72;False;female;0;True;False;432;15842
2181;1049;72;False;male;0;True;False;431;15954
2182;1049;72;False;female;0;True;False;432;15767
2199;1063;68;False;male;0;True;False;435;15834
2200;1063;71;False;female;0;True;False;436;15910
2204;1066;25;True;female;5;True;False;437;15778
2207;1069;25;True;female;5;True;False;437;15891
2210;1071;72;False;female;0;True;False;438;15866
2211;1071;72;True;male;3;True;False;439;15940
2216;1074;72;False;female;0;True;False;438;15878
2217;1074;72;True;male;3;True;False;439;15637
2239;1087;43;True;female;5;True;False;443;15855
2240;1087;7;False;male;0;True;False;444;15872
2241;1087;42;True;male;6;True;False;445;15531
2242;1087;11;False;female;0;True;False;446;15839
2251;1090;43;True;female;5;True;False;443;15628
2252;1090;7;False;male;0;True;False;444;15926
2253;1090;42;True;male;6;True;False;445;15804
2254;1090;11;False;female;0;False;False;446;15732
2267;1097;30;True;female;4;True;False;449;15779
2268;1097;30;True;male;6;True;False;450;15668
2282;1103;47;True;male;4;True;False;451;15672
2283;1103;44;True;female;3;True;False;452;16008
2284;1103;14;False;female;0;False;True;453;15865
2285;1103;17;False;female;0;True;False;454;15533
2286;1103;9;False;male;0;True;True;455;15952
2308;1110;20;True;male;6;True;False;456;15495
2309;1110;54;True;female;5;True;False;457;15862
2312;1112;58;True;female;5;True;False;458;16034
2313;1112;15;False;male;0;True;False;459;15926
2335;1125;79;False;female;0;True;False;462;15710
2337;1127;32;False;male;0;True;False;463;16071
2338;1127;16;False;male;0;True;False;464;15727
2339;1127;40;False;female;0;True;False;465;15917
2340;1127;14;False;male;0;True;False;466;15915
2387;1147;31;True;female;5;True;False;473;15910
2388;1147;8;False;female;0;True;False;474;15573
2389;1147;3;False;female;0;True;False;475;15946
2402;1152;28;True;female;4;True;False;476;15742
2403;1152;3;False;male;0;True;False;477;15799
2408;1155;28;True;female;4;True;False;476;16055
2409;1155;3;False;male;0;True;False;477;15941
2428;1161;37;True;male;3;True;False;478;15804
2429;1161;37;True;female;3;True;False;479;15947
2430;1161;4;False;female;0;True;False;480;15772
2431;1161;7;False;male;0;True;False;481;15915
2450;1171;29;True;male;6;True;False;484;15649
2452;1173;29;True;male;6;True;False;484;15804
2459;1177;55;False;female;0;True;False;485;15785
2460;1177;31;True;male;4;False;True;486;15996
2461;1178;55;False;female;0;True;False;485;15919
2462;1178;31;True;male;4;True;False;486;15920
2463;1179;52;True;male;4;True;False;487;15727
2532;1201;85;False;male;0;True;False;500;15799
2533;1201;84;False;female;0;True;False;501;15760
2548;1206;37;True;male;3;True;False;502;15975
2549;1206;2;False;male;0;True;False;503;16071
2550;1206;36;True;female;4;True;False;504;15815
2551;1206;10;False;female;0;True;False;505;15767
2552;1206;7;False;male;0;True;False;506;15799
2648;1249;26;True;male;6;True;False;523;15513
2649;1250;38;True;female;3;True;False;524;15743
2650;1250;6;False;female;0;True;False;525;15772
2651;1250;6;False;female;0;False;False;526;15870
2652;1250;41;True;male;4;True;False;527;15637
2696;1266;63;False;male;0;True;False;533;15985
2697;1266;58;False;female;0;True;False;534;15815
2752;1299;74;False;male;0;True;False;543;15513
2753;1299;70;False;female;0;True;False;544;15767
2762;1304;30;True;male;4;True;False;545;15668
2763;1304;30;True;female;3;False;False;546;15626
2774;1310;81;False;male;0;True;False;547;15975
2775;1310;74;False;female;0;True;False;548;15839
2804;1321;28;True;male;3;True;False;553;15966
2812;1329;40;False;female;0;True;False;555;15628
2816;1333;31;True;male;4;True;False;556;15887
2914;1372;67;False;male;0;True;False;574;15940
2915;1372;21;False;female;0;True;False;575;15635
2931;1384;45;True;male;5;True;False;578;15975
2932;1384;39;True;female;5;True;False;579;15842
2933;1384;14;False;male;0;True;False;580;15650
2934;1384;10;False;male;0;True;False;581;15672
2935;1384;6;False;female;0;True;False;582;15866
2973;1395;81;False;male;0;True;True;587;15952
2982;1401;72;False;male;0;True;False;588;15620
2983;1401;79;False;female;0;True;False;589;15800
2986;1403;51;True;female;3;False;False;590;15870
2987;1403;52;True;male;3;True;False;591;15695
2988;1403;9;False;male;0;True;False;592;15668
2989;1403;14;False;female;0;True;False;593;15666
3028;1420;47;True;male;6;True;False;598;15796
3029;1421;47;True;male;6;True;False;598;15883
3032;1424;89;False;female;0;True;False;599;15924
3059;1436;85;False;female;0;True;False;604;15710
3082;1451;76;False;female;0;False;False;608;15763
3083;1451;71;False;male;0;True;False;609;16040
3090;1456;80;False;female;0;True;False;610;15947
3091;1457;80;False;female;0;True;False;610;15755
3105;1463;1;False;female;0;True;False;611;15836
3106;1463;32;True;male;4;True;False;612;15824
3107;1463;32;True;female;4;True;False;613;15815
3119;1470;73;False;male;0;True;False;616;15915
3154;1492;48;True;female;4;True;False;622;16073
3155;1492;53;True;male;6;True;False;623;15845
3156;1493;48;True;female;4;True;False;622;15831
3157;1493;53;True;male;6;True;False;623;15680
3160;1495;75;False;male;0;True;False;624;15495
3161;1495;74;False;female;0;True;False;625;15686
3194;1510;12;False;male;0;True;False;628;15804
3195;1510;46;True;female;4;True;True;629;16017
3196;1510;20;False;female;0;True;False;630;15917
3217;1515;60;False;female;0;False;False;631;15626
3218;1515;31;False;female;0;True;False;632;16000
3219;1515;26;False;female;0;True;False;633;16010
3220;1515;59;True;male;3;True;False;634;15909
3221;1515;98;False;female;0;True;False;635;16038
3223;1517;70;False;female;0;True;False;636;15767
3226;1520;70;False;female;0;True;False;636;15748
3227;1521;70;False;female;0;True;False;636;15839
3229;1523;36;False;female;0;True;False;637;15842
3284;1549;40;False;female;0;True;False;648;15876
3288;1552;85;False;female;0;False;False;649;15829
3289;1552;86;False;male;0;True;False;650;15972
3292;1554;85;False;female;0;True;False;649;15855
3293;1554;86;False;male;0;True;False;650;15845
3294;1555;85;False;female;0;True;True;649;16017
3295;1555;86;False;male;0;True;False;650;15522
3299;1557;51;True;female;5;True;False;651;15718
3300;1557;23;True;female;5;True;False;652;15742
3301;1557;19;True;female;5;True;False;653;15982
3329;1569;61;False;female;0;True;False;657;15842
3347;1582;59;True;male;2;True;False;659;16040
3348;1582;55;True;female;5;True;False;660;15628
3391;1597;38;True;female;3;False;True;667;15901
3392;1597;10;False;male;0;True;False;668;15966
3393;1597;6;False;female;0;True;False;669;16038
3404;1603;10;False;female;0;True;False;672;15710
3405;1603;39;True;female;2;True;False;673;16034
3408;1605;10;False;female;0;True;False;672;15717
3409;1605;39;True;female;2;True;False;673;15836
3434;1613;74;False;male;0;True;False;678;15915
3435;1613;77;False;female;0;True;False;679;15710
3464;1625;6;False;male;0;True;False;682;15883
3465;1625;38;True;male;2;True;False;683;15799
3466;1625;38;True;female;5;True;False;684;15686
3467;1625;3;False;female;0;True;False;685;15946
3468;1625;9;False;male;0;True;False;686;15513
3495;1635;94;False;female;0;True;False;689;15917
3519;1645;7;False;female;0;True;False;693;15619
3520;1645;9;False;male;0;True;False;694;15840
3521;1645;42;True;female;5;True;False;695;15982
3563;1661;9;False;female;0;True;False;700;15877
3564;1661;10;False;male;0;True;False;701;15658
3565;1661;33;True;male;2;True;False;702;15940
3566;1661;34;True;female;5;False;False;703;15829
3567;1661;15;False;male;0;True;False;704;15700
3600;1680;82;False;female;0;False;False;710;15697
3601;1681;82;False;female;0;True;False;710;15919
3602;1682;82;False;female;0;True;False;710;15855
3620;1688;48;True;female;4;True;False;711;15779
3621;1688;17;False;male;0;True;False;712;15468
3622;1688;64;False;male;0;True;False;713;15796
3623;1688;22;False;female;0;True;False;714;15946
3624;1689;74;False;female;0;True;False;715;15856
3625;1689;78;False;male;0;True;False;716;15790
3652;1705;40;True;male;3;True;False;720;15954
3653;1705;34;True;female;4;False;True;721;15490
3654;1705;1;False;male;0;True;False;722;15468
3679;1716;64;False;male;0;True;False;725;16071
3680;1716;64;False;female;0;True;False;726;15839
3693;1722;31;True;male;6;True;False;727;15672
3694;1722;36;True;female;6;True;False;728;15717
3695;1722;16;True;male;6;True;False;729;15985
3696;1723;31;True;male;6;True;False;727;15799
3697;1723;36;True;female;6;True;False;728;16034
3698;1723;16;True;male;6;True;False;729;15468
3704;1726;88;False;female;0;False;False;730;15870
3705;1726;90;False;male;0;True;False;731;15850
3735;1744;61;False;male;0;True;False;735;15909
3736;1744;58;True;female;4;True;False;736;15666
3764;1761;32;False;male;0;True;False;742;15736
3765;1761;33;True;female;4;True;False;743;15947
3770;1764;32;False;male;0;True;False;742;15680
3771;1764;33;True;female;4;False;False;743;15732
3802;1779;73;False;female;0;True;False;749;16100
3826;1798;37;False;male;0;True;False;754;15972
3839;1811;49;False;male;0;True;False;757;15887
3867;1828;40;True;female;4;True;False;761;16043
3868;1828;9;False;male;0;True;False;762;15736
3869;1828;42;True;male;3;True;False;763;15633
3895;1839;1;False;male;0;True;False;766;15637
3896;1839;33;False;female;0;True;False;767;16079
3897;1839;40;True;male;6;True;False;768;15522
3900;1841;63;True;male;3;True;False;769;15796
3901;1841;60;True;female;5;True;True;770;16017
3919;1851;84;False;female;0;True;False;773;16047
3923;1855;59;True;female;4;False;False;774;15870
3924;1855;27;True;male;3;True;False;775;15668
3929;1858;59;True;female;4;True;False;774;15815
3930;1858;27;True;male;3;True;False;775;15940
3935;1862;19;True;female;2;True;False;776;15842
3948;1870;70;True;female;6;True;False;779;16055
3964;1877;47;True;male;4;True;False;780;15695
3965;1877;21;False;female;0;True;False;781;16038
3966;1877;46;False;female;0;False;False;782;15829
3967;1877;16;False;male;0;True;False;783;15790
3975;1880;38;False;male;0;True;False;784;15637
3976;1880;31;True;female;4;True;False;785;15628
3977;1880;4;False;male;0;True;False;786;15637
4024;1900;63;False;male;0;True;False;794;16040
4025;1900;60;False;female;0;True;False;795;15686
4034;1905;66;False;male;0;True;False;796;16040
4045;1913;70;False;female;0;True;False;797;15856
4046;1913;36;True;male;6;True;False;798;15632
4050;1916;68;False;male;0;True;False;799;15790
4063;1923;18;False;male;0;True;False;800;15954
4064;1923;49;False;female;0;True;False;801;15866
4065;1923;36;True;male;5;True;False;802;15804
4106;1944;49;True;female;4;True;False;808;16043
4107;1944;51;True;male;4;True;False;809;15887
4108;1944;18;False;female;0;True;False;810;15946
4126;1957;27;False;male;0;True;False;814;15650
4134;1965;67;False;female;0;True;False;816;15748
4138;1969;87;False;male;0;True;False;817;15824
4139;1969;87;False;female;0;True;False;818;15635
4142;1971;87;False;male;0;True;False;817;15727
4143;1971;87;False;female;0;True;False;818;16034
4144;1972;87;False;male;0;True;False;817;15804
4145;1972;87;False;female;0;True;False;818;16079
4188;1994;59;True;male;2;True;False;826;15975
4189;1995;84;False;female;0;True;False;827;15815
4198;2004;56;True;female;4;False;True;829;15490
4199;2004;57;True;male;3;True;False;830;15954
4200;2004;25;False;male;0;True;False;831;15633
4207;2007;56;True;female;4;True;False;829;15710
4208;2007;57;True;male;3;True;False;830;15858
4209;2007;25;False;male;0;False;True;831;15996
4233;2019;9;False;male;0;True;True;836;15952
4234;2019;6;False;female;0;True;False;837;15530
4235;2019;43;True;male;3;True;False;838;15975
4236;2019;11;False;female;0;True;False;839;15785
4237;2019;39;True;female;4;True;False;840;15815
4272;2031;79;False;male;0;True;False;843;15727
4273;2031;75;False;female;0;False;False;844;15870
4323;2049;49;False;female;0;True;False;853;15933
4369;2070;24;True;female;6;True;False;863;15749
4375;2076;88;False;male;0;True;False;864;15790
4393;2082;24;False;male;0;True;True;865;15986
4394;2082;28;False;male;0;True;False;866;15695
4395;2082;23;False;male;0;True;False;867;15804
4396;2082;32;False;male;0;True;False;868;15858
4397;2082;21;False;male;0;True;False;869;15975
4398;2082;51;False;male;0;True;False;870;15768
4399;2082;29;False;male;0;True;False;871;15650
4414;2085;82;False;female;0;True;False;872;15710
4457;2118;31;True;female;5;True;False;880;15815
4492;2140;33;True;female;2;True;False;885;15785
4493;2140;35;False;male;0;True;True;886;15989
4494;2140;32;True;female;4;True;False;887;15779
4501;2144;45;True;female;6;True;False;888;16055
4502;2144;15;False;male;0;True;False;889;15727
4505;2146;59;True;male;6;True;False;890;15920
4506;2146;58;True;female;5;True;False;891;15533
4515;2151;81;False;female;0;False;False;892;15763
4516;2152;81;False;female;0;True;False;892;15710
4517;2153;81;False;female;0;True;False;892;15891
4536;2172;88;False;female;0;True;False;896;15891
4549;2181;85;False;female;0;True;False;897;15862
4550;2181;86;False;male;0;True;False;898;15468
4552;2183;20;False;female;0;False;True;899;15490
4586;2197;70;False;male;0;True;False;906;15941
4591;2202;17;True;female;6;True;False;907;15897
4592;2202;3;False;male;0;False;True;908;15996
4593;2202;45;True;male;3;True;False;909;15834
4594;2202;38;True;female;4;True;False;910;15755
4603;2205;17;True;female;6;True;False;907;15910
4604;2205;3;False;male;0;True;True;908;15989
4605;2205;45;True;male;3;True;False;909;15658
4606;2205;38;True;female;4;True;False;910;16038
4625;2215;74;False;female;0;True;False;912;15839
4626;2215;77;False;male;0;True;False;913;15940
4629;2217;74;False;female;0;True;False;912;15842
4630;2217;77;False;male;0;True;False;913;15736
4644;2224;16;False;female;0;True;False;916;15749
4645;2224;52;True;female;5;True;False;917;15718
4646;2224;56;True;male;5;True;True;918;15952
4653;2227;16;False;female;0;True;False;916;15688
4654;2227;52;True;female;5;True;False;917;15767
4655;2227;56;True;male;5;True;False;918;15668
4665;2232;12;False;male;0;True;False;919;15940
4666;2232;47;True;female;5;True;False;920;15778
4675;2236;48;True;male;2;True;False;921;15620
4676;2236;3;False;male;0;True;False;922;15954
4677;2236;33;True;female;4;True;False;923;15910
4723;2257;58;True;female;3;True;False;931;15755
4730;2262;57;True;female;4;True;False;932;15628
4731;2262;65;False;male;0;True;False;933;15632
4741;2270;65;False;male;0;True;False;935;15985
4742;2270;66;False;female;0;True;False;936;15842
4747;2273;65;False;male;0;True;False;935;15823
4748;2273;66;False;female;0;True;True;936;15794
4756;2280;65;False;female;0;True;False;938;15748
4757;2281;65;False;female;0;True;False;938;15767
4758;2282;65;False;female;0;True;False;938;15693
4763;2287;41;False;female;0;True;False;939;15866
4826;2320;54;True;female;2;True;False;952;15743
4827;2320;60;True;male;3;True;False;953;15940
4844;2328;49;True;male;5;True;False;954;15768
4845;2328;79;False;male;0;True;False;955;15824
4846;2328;12;False;female;0;False;False;956;15697
4860;2333;4;False;female;0;False;False;957;15870
4861;2333;32;True;male;2;True;False;958;15887
4862;2333;7;False;female;0;True;False;959;15628
4863;2333;32;True;female;5;True;False;960;15800
4895;2351;23;True;female;4;True;False;964;15856
4896;2352;23;True;female;4;True;False;964;15660
4900;2356;78;False;female;0;True;False;965;16047
4946;2373;26;True;female;5;True;False;975;16079
4947;2374;26;True;female;5;True;False;975;16079
4952;2378;45;True;female;4;False;False;976;15763
4953;2378;9;False;female;0;True;False;977;15878
4968;2386;76;False;male;0;True;False;978;16040
4969;2386;73;False;female;0;True;False;979;16047
4983;2399;49;True;female;4;True;False;982;15755
4984;2399;17;False;male;0;True;False;983;15672
4989;2402;49;True;female;4;True;False;982;16043
4990;2402;17;False;male;0;True;False;983;15633
5028;2420;26;True;male;4;True;False;991;15790
5034;2426;90;False;female;0;False;False;992;15829
5037;2429;87;False;male;0;True;False;993;15972
5039;2431;87;False;male;0;True;False;993;15972
5049;2441;23;True;female;5;True;False;995;15946
5052;2444;73;False;female;0;True;False;996;16038
5054;2446;73;False;female;0;True;False;996;15917
5056;2448;73;False;female;0;True;False;996;15749
5090;2469;51;True;female;3;True;False;1002;15666
5091;2469;52;True;male;3;True;False;1003;15834
5099;2476;65;False;female;0;True;False;1005;16100
5100;2477;65;False;female;0;True;False;1005;15917
5102;2479;65;False;female;0;False;False;1005;15697
5109;2482;33;True;female;3;False;False;1006;15697
5110;2482;29;False;male;0;True;False;1007;15668
5111;2482;37;True;female;3;True;False;1008;15686
5112;2482;75;False;male;0;True;False;1009;15727
5113;2482;56;False;female;0;True;False;1010;15772
5134;2490;27;True;male;4;True;False;1013;15695
5135;2490;58;True;male;2;True;False;1014;15883
5136;2490;56;True;female;5;True;False;1015;16079
5137;2491;27;True;male;4;True;False;1013;15468
5138;2491;58;True;male;2;True;False;1014;15736
5139;2491;56;True;female;5;True;False;1015;15917
5140;2492;27;True;male;4;True;False;1013;15695
5141;2492;58;True;male;2;True;False;1014;15736
5142;2492;56;True;female;5;True;False;1015;15743
5162;2502;46;True;male;5;True;False;1018;15954
5165;2505;61;True;male;2;True;False;1019;15637
5166;2505;59;True;female;3;True;False;1020;16034
5167;2505;21;True;female;4;True;False;1021;15573
5198;2519;66;False;female;0;False;False;1024;15697
5199;2519;68;False;male;0;True;False;1025;15513
5202;2521;77;False;male;0;True;False;1026;15940
5203;2521;72;False;female;0;True;False;1027;15917
5241;2539;12;False;female;0;True;False;1032;15710
5242;2539;79;False;male;0;True;False;1033;15972
5243;2539;49;True;male;5;True;False;1034;15658
5270;2557;26;True;male;5;True;False;1039;15672
5271;2557;27;True;female;5;True;False;1040;15876
5284;2566;56;True;female;4;False;True;1041;15490
5285;2567;56;True;female;4;True;False;1041;16010
5289;2571;78;False;male;0;True;False;1042;15850
5327;2585;63;False;female;0;True;False;1049;15767
5328;2585;67;False;male;0;True;False;1050;15513
5331;2587;63;False;female;0;True;False;1049;15842
5332;2587;67;False;male;0;True;False;1050;15522
5351;2596;14;False;female;0;True;False;1053;15946
5352;2596;36;False;female;0;True;False;1054;15755
5353;2596;4;False;male;0;True;False;1055;15823
5380;2614;71;False;male;0;True;False;1060;15637
5381;2614;23;False;male;0;True;False;1061;15804
5382;2614;62;True;female;3;True;False;1062;15917
5406;2625;25;True;female;4;True;False;1065;16038
5408;2627;25;True;female;4;True;False;1065;15869
5413;2632;78;False;female;0;True;False;1066;15855
5451;2649;13;False;male;0;True;False;1074;15966
5452;2649;67;False;female;0;True;False;1075;15878
5453;2649;13;False;female;0;True;False;1076;16000
5454;2649;53;True;male;6;True;False;1077;15823
5479;2658;43;False;male;0;True;False;1080;15736
5480;2658;5;False;female;0;True;False;1081;15755
5481;2658;1;False;female;0;True;False;1082;16055
5482;2658;29;False;female;0;True;False;1083;15855
5487;2660;43;False;male;0;True;False;1080;15943
5488;2660;5;False;female;0;True;False;1081;15831
5489;2660;1;False;female;0;True;False;1082;15767
5490;2660;29;False;female;0;True;False;1083;15666
5530;2684;88;False;female;0;False;True;1090;15901
5534;2688;67;False;male;0;True;False;1091;15796
5535;2688;66;False;female;0;True;False;1092;15810
